stage_cap,ticker,raw_rank,balanced_rank,sector_bucket,firm_type,balance_action,diagnostic_reason
stage_4_deep_dive_shortlist,VSC,6,3,Công nghiệp,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=6; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,THM,269,288,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=269; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,THU,272,289,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=272; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TKA,273,290,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=273; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TKG,274,291,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=274; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TL4,275,292,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=275; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TLT,276,293,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=276; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TMW,277,294,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=277; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNA,278,295,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=278; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNV,279,296,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=279; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TPP,281,297,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=281; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TQN,283,298,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=283; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TR1,285,299,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=285; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TRT,286,300,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=286; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TRV,287,301,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=287; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TSA,288,302,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=288; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TSG,289,303,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=289; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TT6,290,304,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=290; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTB,291,305,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=291; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TTZ,294,306,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=294; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TUG,295,307,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=295; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TVA,296,308,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=296; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TVG,297,309,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=297; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TVM,298,310,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=298; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UCT,300,311,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=300; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UEM,301,312,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=301; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UMC,302,313,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=302; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UTT,303,314,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=303; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VBG,305,315,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=305; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VBH,306,316,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=306; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VBT,307,317,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=307; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCE,308,318,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=308; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VDB,309,319,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=309; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VDG,310,320,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=310; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VDT,311,321,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=311; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE2,312,322,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=312; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE3,313,323,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=313; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE4,314,324,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=314; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VES,315,325,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=315; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VFC,316,326,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=316; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VHF,317,327,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=317; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VHH,318,328,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=318; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VIH,319,329,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=319; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VIW,321,330,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=321; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VKD,322,331,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=322; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VLP,323,332,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=323; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VLS,324,333,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=324; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VMA,326,334,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=326; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VMK,327,335,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=327; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VMT,328,336,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=328; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VNT,329,337,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=329; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTS,333,338,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=333; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VXP,334,339,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=334; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VXT,335,340,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=335; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,X26,336,341,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=336; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XDC,337,342,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=337; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,XPH,338,343,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=338; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TKC,340,344,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=340; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TS4,341,345,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=341; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,UXC,342,346,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=342; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VC5,343,347,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=343; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VCT,344,348,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=344; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VE8,345,349,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=345; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VTI,346,350,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=346; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VXB,347,351,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=347; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,X77,348,352,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=348; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TNM,349,353,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=349; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,TIN,350,354,Tài chính,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=350; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,V15,352,355,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=352; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,VKP,353,356,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=353; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,A32,354,357,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=354; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAA,355,358,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=355; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAH,356,359,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=356; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAM,357,360,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=357; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAN,358,361,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=358; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAS,359,362,Tài chính,securities,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=359; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAT,360,363,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=360; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AAV,361,364,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=361; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,ABI,364,365,Tài chính,bank,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=364; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,ABR,365,366,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=365; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,ABS,366,367,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=366; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,ABT,367,368,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=367; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,ABW,368,369,Tài chính,securities,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=368; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_1_provisional_shortlist,AC4,369,370,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=369; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
