ticker,stage,document_priority,document_requirement,period_target,period_type_target,preferred_document_category,preferred_source_tier,max_files_allowed,required,manual_review_required,reason
VPD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VPD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
USD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
USD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VTB,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VTB,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TID,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TID,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMP,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMP,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VMC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VMC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNA,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNA,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VPR,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VPR,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VLG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VLG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TNW,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TNW,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TN1,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TN1,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TDF,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TDF,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VIF,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VIF,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VGG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VGG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VLA,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VLA,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNF,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNF,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UNI,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UNI,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VPS,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VPS,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VID,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VID,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TTP,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TTP,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UPH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UPH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VSM,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VSM,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
WSB,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
WSB,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VST,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VST,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UIC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
UIC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMS,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMS,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
XMD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
XMD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
V12,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
V12,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TXM,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TXM,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNL,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNL,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TST,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TST,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TS3,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TS3,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VSI,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VSI,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VEC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VEC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VE1,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VE1,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VCA,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VCA,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TIE,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TIE,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
YBM,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
YBM,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VMG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VMG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VCC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VCC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VNC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TDW,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TDW,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VTL,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VTL,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VE9,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VE9,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
THB,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
THB,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VIT,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VIT,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMB,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TMB,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TVT,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
TVT,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VC6,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VC6,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VET,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,Latest consolidated financial statement if available.,latest_available,quarterly_or_semiannual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
VET,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,Latest audited annual financial statement if available.,latest_audited_annual,annual,financial_statement,1_user_manual_seed_vietstock_category_page,1,True,True,EVIDENCE_SLOT_PLANNED_ONLY_NO_DOWNLOAD_FORCED
